ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงการทาง,จังหวัด
115,302,คลองโนน - เนินสมอ,95+011,"1,885",82,32,1,8,"1,892",219,107,73,34,"4,333",10.20,13,"1,485",ขท.พิจิตร,พิจิตร
116,101,ป่าสัก - สะปุ๋ง,1+000,"8,241","4,577",750,565,318,"18,080","2,505","2,028","1,576",638,"39,278",19.43,371,"13,003",ขท.ลำพูน,ลำพูน
116,101,ป่าสัก - สะปุ๋ง,15+600,"7,177","3,804",653,645,602,"12,440","1,353",999,820,411,"28,904",16.71,299,"5,737",ขท.ลำพูน,ลำพูน
116,200,บ้านเรือน - ท่าวังพร้าว,24+300,"1,387",741,117,75,87,"3,343",600,507,721,197,"7,775",28.13,223,861,ขท.เชียงใหม่ที่ 1,เชียงใหม่
117,100,นครสวรรค์ - คลองพลังด้านใต้,8+900,"14,519","2,730",85,74,113,"2,124",787,420,439,235,"21,526",9.61,18,"3,769",ขท.นครสวรรค์ที่ 1,นครสวรรค์
117,201,คลองพลังด้านใต้ - เนินสว่าง,42+357,"8,645","1,420",0,62,91,"1,248",465,672,668,562,"13,833",18.22,6,445,ขท.พิจิตร,พิจิตร
117,202,เนินสว่าง - หนองนา,88+934,"6,724","1,002",162,58,86,"6,121",478,649,751,598,"16,629",15.76,31,743,ขท.พิจิตร,พิจิตร
117,301,หนองนา - พิษณุโลก,123+587,"12,760","9,281",157,132,217,"13,417",974,"1,027",905,591,"39,461",9.75,101,"3,746",ขท.พิษณุโลกที่ 1,พิษณุโลก
117,302,คลองเมม - พญาแมน,150+053,"1,230","1,293",0,0,0,586,396,338,322,272,"4,437",29.93,0,940,ขท.พิษณุโลกที่ 1,พิษณุโลก
117,302,คลองเมม - พญาแมน,184+551,"1,179","1,221",0,0,0,707,432,328,267,206,"4,340",28.41,60,"1,210",ขท.พิษณุโลกที่ 1,พิษณุโลก
117,401,พญาแมน - ไร่อ้อย,197+000,"1,542",516,38,21,6,338,157,113,131,46,"2,908",16.30,8,955,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,402,ไร่อ้อย - อุตรดิตถ์,212+620,756,212,0,0,0,"1,306",105,46,81,21,"2,527",10.01,4,283,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,402,ไร่อ้อย - อุตรดิตถ์,237+726,"2,222","1,315",17,7,17,"2,041",181,23,15,3,"5,841",4.21,31,"3,762",ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,403,ป่าขนุน - วังผาชัน,256+700,541,234,23,1,2,"1,212",212,88,83,60,"2,456",18.16,24,615,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,501,วังผาชัน - น้ำปาด,310+700,505,427,13,8,11,"1,202",317,324,4,0,"2,811",23.62,0,870,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
117,502,น้ำปาด - นาไพร,325+156,"2,224","1,556",267,196,142,"2,811",673,522,403,452,"9,246",25.83,427,"2,449",ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
117,502,น้ำปาด - นาไพร,365+506,"1,692",971,133,125,79,"1,364",707,421,307,352,"6,151",32.37,455,"2,013",ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
118,100,เชียงใหม่ - ดอยนางแก้ว,0+500,"15,452","8,525","1,506",623,550,"12,517",698,372,112,393,"40,748",6.74,256,"19,764",ขท.เชียงใหม่ที่ 2,เชียงใหม่
118,100,เชียงใหม่ - ดอยนางแก้ว,20+200,"3,706","3,444",293,96,233,"3,943",697,230,141,70,"12,853",11.41,103,"2,441",ขท.เชียงใหม่ที่ 2,เชียงใหม่
118,201,ดอยนางแก้ว - ท่าก๊อ,53+200,"6,303","5,903","1,542","1,089","1,240","6,944","1,687","1,408","1,260",998,"28,374",27.07,44,"1,628",ขท.เชียงรายที่ 1,เชียงราย
118,201,ดอยนางแก้ว - ท่าก๊อ,87+800,"8,314","6,042","1,786","1,459","1,496","8,108","2,372","1,889","1,513","1,408","34,387",29.48,999,"6,741",ขท.เชียงรายที่ 1,เชียงราย
118,202,ท่าก๊อ - ดงมะดะ,124+600,"3,833","2,569",122,110,144,"5,253",268,121,98,83,"12,601",6.54,56,"2,290",ขท.เชียงรายที่ 1,เชียงราย
118,202,ท่าก๊อ - ดงมะดะ,156+500,"2,089","1,339",79,73,116,"4,962",182,81,64,24,"9,009",5.99,44,"1,892",ขท.เชียงรายที่ 1,เชียงราย
120,100,พะเยา - ปากบอก,9+000,865,355,4,1,29,"1,247",93,16,11,7,"2,628",5.97,39,211,ขท.พะเยา,พะเยา
120,200,ปากบอก - แม่เฮียว,46+300,"1,497","1,704",585,539,535,"2,457",792,687,630,481,"9,907",36.98,517,"1,864",ขท.ลำปางที่ 2,ลำปาง
121,101,เหมืองกุง - ต้นเปา,1+000,"5,781",228,85,110,34,"6,292",750,414,268,109,"14,071",11.98,99,"2,860",ขท.เชียงใหม่ที่ 2,เชียงใหม่
121,102,ต้นเปา - ดอนแก้ว,16+000,"7,485","4,714",504,485,565,"7,591","2,538","1,662",776,417,"26,737",24.10,144,"5,162",ขท.เชียงใหม่ที่ 2,เชียงใหม่
121,103,ดอนแก้ว - ต้นพยอม,38+000,"8,662","2,543",867,878,418,"1,985",365,81,121,41,"15,961",11.93,194,"5,585",ขท.เชียงใหม่ที่ 2,เชียงใหม่
121,104,ต้นพยอม - เหมืองกุง,44+400,"19,770","1,252",607,148,37,"6,338",525,109,53,22,"28,861",3.10,86,"7,579",ขท.เชียงใหม่ที่ 2,เชียงใหม่
122,102,ทางเลี่ยงเมืองนครสวรรค์ด้านตะวันตก,9+100,"7,523","3,503",66,22,133,"2,142","1,414","2,079","2,214","2,347","21,443",38.28,27,821,ขท.นครสวรรค์ที่ 1,นครสวรรค์
123,100,ทางเลี่ยงเมืองแม่สาย,3+984,557,585,63,4,5,357,161,172,143,64,"2,111",26.01,49,539,ขท.เชียงรายที่ 1,เชียงราย
125,101,วังวน - แจกัน,7+000,965,900,29,0,13,328,210,98,166,98,"2,807",20.84,28,302,ขท.สุโขทัย,สุโขทัย
126,101,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศเหนือ,0+000,"7,000",923,16,12,22,"8,426",789,430,605,223,"18,446",11.28,21,"3,370",ขท.พิษณุโลกที่ 1,พิษณุโลก
126,102,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศเหนือ,19+000,"4,487","4,983",0,0,125,"3,117",919,493,350,286,"14,760",14.72,80,"1,737",ขท.พิษณุโลกที่ 1,พิษณุโลก
126,201,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศใต้,33+891,"7,778",766,46,4,100,"4,524",762,758,"1,374",468,"16,580",20.91,6,"1,314",ขท.พิษณุโลกที่ 1,พิษณุโลก
126,202,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศใต้,47+718,"7,818","3,986",64,51,56,"9,177","1,472","1,535","1,461","1,433","27,053",22.21,101,"2,823",ขท.พิษณุโลกที่ 1,พิษณุโลก
127,100,ทางเลี่ยงเมืองลำปาง,1+600,"9,923","5,083",114,25,171,"4,276","1,178","1,116",876,771,"23,533",17.58,21,"3,599",ขท.ลำปางที่ 1,ลำปาง
128,100,ทางเลี่ยงเมืองแม่ฮ่องสอน,0+500,737,76,99,5,4,"1,221",77,27,5,0,"2,251",5.24,75,"1,896",ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
129,100,ทางเลี่ยงเมืองแพร่,8+939,"3,649","1,619",51,0,86,"7,752",559,390,375,360,"14,841",11.93,26,"1,448",ขท.แพร่,แพร่
201,101,ทางต่างระดับสีคิ้ว - หินหล่อง,11+993,"1,941","5,068",135,192,238,932,656,396,561,604,"10,723",24.69,3,835,ขท.นครราชสีมาที่ 2,นครราชสีมา
201,101,ทางต่างระดับสีคิ้ว - หินหล่อง,25+493,"2,327","2,752",34,53,147,"1,833",685,583,452,542,"9,408",26.17,3,731,ขท.นครราชสีมาที่ 2,นครราชสีมา
201,103,ด่านขุนทด - หนองบัวโคก,48+830,"2,377","3,691",74,109,287,561,425,475,356,414,"8,769",23.56,13,"1,917",ขท.นครราชสีมาที่ 2,นครราชสีมา
201,201,หนองบัวโคก - บ้านลี่,66+664,"3,760",576,0,2,224,"5,720",747,730,861,"1,122","13,742",26.82,0,848,ขท.ชัยภูมิ,ชัยภูมิ
201,201,หนองบัวโคก - บ้านลี่,81+164,"4,636",448,0,19,195,"9,104",722,566,672,816,"17,178",17.41,5,"1,950",ขท.ชัยภูมิ,ชัยภูมิ
201,202,บ้านลี่ - สี่แยกโรงต้ม,125+164,"2,858","1,662",72,68,120,"1,231",606,722,586,341,"8,266",29.56,94,"1,553",ขท.ชัยภูมิ,ชัยภูมิ
201,301,ช่องสามหมอ - บ้านแข้,163+067,"3,367","1,053",8,11,66,"8,712",212,591,522,"1,233","15,775",16.70,23,"2,521",ขท.ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
201,301,ช่องสามหมอ - บ้านแข้,191+731,"2,726",504,32,17,65,"6,685",266,490,709,922,"12,416",19.89,16,"2,030",ขท.ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
201,303,ท่าเดื่อ - ชุมแพ,218+754,"3,740","2,905",172,181,245,"8,227",845,686,636,564,"18,201",17.35,21,"4,028",ขท.ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
201,304,โนนหัน - ผานกเค้า,237+211,"2,270","2,509",219,139,243,"4,759",547,368,875,404,"12,333",20.89,50,"1,510",ขท.ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
201,401,ผานกเค้า - หลักร้อยหกสิบ,268+857,"2,143",544,38,31,130,781,260,204,252,249,"4,632",24.31,9,544,ขท.เลยที่ 1,เลย
201,401,ผานกเค้า - หลักร้อยหกสิบ,277+757,"2,973","1,500",55,23,133,896,372,199,425,231,"6,807",20.32,3,902,ขท.เลยที่ 1,เลย
201,402,หลักร้อยหกสิบ - โนนสว่าง,300+733,"3,776","1,134",52,4,151,"2,539",385,159,398,251,"8,849",15.23,1,"1,802",ขท.เลยที่ 1,เลย
201,404,ปากปวน - ปากภู,341+398,"10,617",482,116,117,230,405,374,286,263,257,"13,147",11.62,33,"4,987",ขท.เลยที่ 1,เลย
201,404,ปากปวน - ปากภู,352+057,"16,463","1,575",290,191,132,"2,101",633,196,254,157,"21,992",7.11,8,"8,406",ขท.เลยที่ 1,เลย
201,405,ปากภู - เชียงคาน,369+357,"3,465",307,62,107,49,"4,960",337,111,200,67,"9,665",9.01,7,"1,425",ขท.เลยที่ 1,เลย
202,102,โพนทอง - แก้งสนามนาง,11+500,906,499,369,150,207,"3,368",580,366,316,247,"7,008",26.63,32,"2,128",ขท.ชัยภูมิ,ชัยภูมิ
202,201,แก้งสนามนาง - ดอนตะหนิน,26+000,"1,260","2,322",50,63,75,235,254,203,275,233,"4,970",22.19,56,819,ขท.นครราชสีมาที่ 1,นครราชสีมา
202,201,แก้งสนามนาง - ดอนตะหนิน,64+200,"1,544","2,585",71,10,13,558,157,92,234,97,"5,361",11.25,17,"1,227",ขท.นครราชสีมาที่ 1,นครราชสีมา
202,202,ดอนตะหนิน - ตลาดไทร,77+700,"2,580",212,34,4,5,443,167,79,343,93,"3,960",17.45,9,829,ขท.นครราชสีมาที่ 1,นครราชสีมา
202,300,ตลาดไทร - ลำพังชู,123+622,828,732,79,95,138,"2,441",662,582,508,462,"6,527",37.49,0,677,ขท.บุรีรัมย์,บุรีรัมย์
202,400,ลำพังชู - ห้วยลำเตา,138+122,"1,607","1,366",56,70,139,"1,654","1,059",913,897,940,"8,701",46.18,93,868,ขท.มหาสารคาม,มหาสารคาม
202,400,ลำพังชู - ห้วยลำเตา,145+122,"1,933",374,35,31,80,"3,167",273,247,303,305,"6,748",18.36,10,"1,507",ขท.มหาสารคาม,มหาสารคาม
202,501,ห้วยลำเตา - เกษตรวิสัย,180+122,"1,545",758,5,12,86,"3,334",280,323,357,505,"7,205",21.69,3,567,ขท.ร้อยเอ็ด,ร้อยเอ็ด
202,601,สุวรรณภูมิ - โนนชัยศรี,213+816,"4,192","4,172",76,139,132,"5,988",777,536,703,698,"17,413",17.14,11,"1,919",ขท.ยโสธร,ร้อยเอ็ด
202,601,สุวรรณภูมิ - โนนชัยศรี,221+822,"2,873","2,543",345,209,172,"1,926",802,457,984,"1,184","11,495",33.13,16,"1,962",ขท.ยโสธร,ร้อยเอ็ด
202,602,โนนชัยศรี - บ้านบ่อ,258+382,"5,569","1,613",144,75,91,719,471,523,469,407,"10,081",20.20,36,"1,917",ขท.ยโสธร,ร้อยเอ็ด
202,603,ยโสธร- สะพานคลองลำเซ,271+425,"2,872",973,36,35,34,"3,140",258,139,58,45,"7,590",7.50,16,"1,817",ขท.ยโสธร,ยโสธร
202,701,สะพานคลองลำเซ - ปทุมราชวงศา,298+680,"3,704","2,507",402,437,537,"2,000",327,198,177,135,"10,424",17.37,77,"1,394",ขท.อำนาจเจริญ,อำนาจเจริญ
202,701,สะพานคลองลำเซ - ปทุมราชวงศา,322+780,"3,608","1,790",128,166,137,"1,855",408,276,132,160,"8,660",14.77,119,"2,157",ขท.อำนาจเจริญ,อำนาจเจริญ
202,703,หนองผือ - เขมราฐ,368+680,"1,913",824,145,138,117,"1,663",241,212,151,143,"5,547",18.06,118,"1,267",ขท.อำนาจเจริญ,อุบลราชธานี
204,100,ทางเลี่ยงเมืองนครราชสีมา,2+500,"15,972","9,352",605,485,"1,068","10,756","1,359","2,137","1,939","2,171","45,844",19.98,42,"3,454",ขท.นครราชสีมาที่ 2,นครราชสีมา
204,200,ทางเลี่ยงเมืองนครราชสีมา,17+666,"24,360","1,278",20,75,93,570,"1,922","1,670","2,116","3,426","35,530",26.18,23,"1,410",ขท.นครราชสีมาที่ 1,นครราชสีมา
205,102,ดงพลับ -  ม่วงค่อม,11+500,"1,394","1,767",114,233,102,508,240,107,186,94,"4,745",20.27,89,820,ขท.ลพบุรีที่ 1,ลพบุรี
205,102,ดงพลับ -  ม่วงค่อม,27+254,"4,748","4,223",392,340,420,"1,227",670,505,294,212,"13,031",18.73,93,"2,279",ขท.ลพบุรีที่ 1,ลพบุรี
205,201,ม่วงค่อม - คลองห้วยไผ่,55+948,"3,947","1,869","1,048",724,824,"3,312","1,221","1,538","1,301",889,"16,673",38.97,89,"1,802",ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
205,203,เทศบาลลำนารายณ์ - ช่องสำราญ,75+972,"4,342","2,891",441,309,515,"1,898",539,581,392,448,"12,356",22.53,97,"3,399",ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
205,301,ช่องสำราญ - คำปิง,119+872,812,"2,435",79,6,30,260,217,171,330,27,"4,367",17.88,0,984,ขท.ชัยภูมิ,ชัยภูมิ
205,301,ช่องสำราญ - คำปิง,140+072,968,"1,345",42,14,25,781,287,158,255,149,"4,024",22.07,4,741,ขท.ชัยภูมิ,ชัยภูมิ
205,401,หนองบัวโคก - โคกสวาย,169+672,"1,758","1,193",96,81,131,588,371,212,214,233,"4,877",25.47,50,710,ขท.นครราชสีมาที่ 1,ชัยภูมิ
205,401,หนองบัวโคก - โคกสวาย,191+342,"2,272","3,303",121,14,155,702,210,162,177,125,"7,241",11.64,21,"1,006",ขท.นครราชสีมาที่ 1,นครราชสีมา
205,402,โคกสวาย - แขวงทางหลวงนครราชสีมาที่ 1,213+102,"11,508","3,065",145,14,183,"1,026",409,220,245,190,"17,005",7.42,45,"3,280",ขท.นครราชสีมาที่ 1,นครราชสีมา
205,402,โคกสวาย - แขวงทางหลวงนครราชสีมาที่ 1,232+502,"19,634","5,117","1,155",115,186,"1,290",220,129,110,51,"28,007",2.90,38,"10,463",ขท.นครราชสีมาที่ 1,นครราชสีมา
206,100,ตลาดแค - วังหิน,7+000,"2,831","2,002",58,33,76,"6,797",424,391,420,263,"13,295",12.09,34,"1,884",ขท.นครราชสีมาที่ 1,นครราชสีมา
206,100,ตลาดแค - วังหิน,9+197,"2,782","1,506",29,11,32,"5,770",480,504,389,300,"11,803",14.54,19,"2,167",ขท.นครราชสีมาที่ 1,นครราชสีมา
206,200,วังหิน - หินดาด,16+202,"2,377","1,446",46,35,35,"2,218",925,848,522,356,"8,808",30.89,49,"1,693",ขท.นครราชสีมาที่ 3,นครราชสีมา
206,200,วังหิน - หินดาด,35+202,"1,899","1,471",59,46,54,748,431,261,190,155,"5,314",21.40,39,"1,154",ขท.นครราชสีมาที่ 3,นครราชสีมา
207,100,บ้านวัด - ประทาย,13+906,"5,738","1,209",141,49,79,"1,180",425,423,371,532,"10,147",18.52,59,"2,689",ขท.นครราชสีมาที่ 1,นครราชสีมา
208,100,ท่าพระ - หนองสระพัง,0+400,"7,545","2,861",139,40,121,"1,289",751,458,345,403,"13,952",15.18,22,"2,621",ขท.ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
208,200,หนองสระพัง - มหาสารคาม,27+500,"6,021","4,184",87,160,111,"2,240","1,275",433,351,294,"15,156",17.31,16,"1,806",ขท.มหาสารคาม,มหาสารคาม
208,200,หนองสระพัง - มหาสารคาม,51+100,"6,611","5,265",125,178,130,"1,439","1,034",411,205,186,"15,584",13.76,14,"2,524",ขท.มหาสารคาม,มหาสารคาม
210,100,อุดรธานี - นิคมเชียงพิณ,8+417,"7,911","5,277",201,34,121,"3,042",777,500,672,204,"18,739",12.32,54,"2,192",ขท.อุดรธานีที่ 1,อุดรธานี
210,201,นิคมเชียงพิณ - หนองบัวลำภู,34+841,"3,982",333,13,7,94,"6,364",409,242,650,153,"12,247",12.70,3,731,ขท.หนองบัวลำภู,อุดรธานี
210,202,หนองบัวลำภู - นาคำไฮ,48+810,"6,326","2,914",187,59,85,939,425,332,807,365,"12,439",16.67,32,"2,174",ขท.หนองบัวลำภู,หนองบัวลำภู
210,203,นาคำไฮ - วังสำราญ,93+976,"3,609","2,299",477,393,408,"3,375","1,461","1,534","2,052","1,267","16,875",42.16,29,"2,823",ขท.หนองบัวลำภู,หนองบัวลำภู
210,300,วังสำราญ - วังสะพุง,107+848,"1,695",298,11,22,54,"3,225",252,124,164,183,"6,028",13.26,14,641,ขท.เลยที่ 1,เลย
211,101,หนองสองห้อง - ศรีเชียงใหม่,10+000,"2,146","1,307",82,78,82,"3,105",342,175,177,91,"7,585",12.46,105,"1,857",ขท.หนองคาย,หนองคาย
211,101,หนองสองห้อง - ศรีเชียงใหม่,42+700,"2,298",767,118,77,122,"3,308",236,135,101,81,"7,243",10.38,77,"2,015",ขท.หนองคาย,หนองคาย
211,102,ศรีเชียงใหม่ - ห้วยเชียงดา,50+500,"2,119","1,759",262,173,104,99,96,71,72,50,"4,805",11.78,449,"1,688",ขท.หนองคาย,หนองคาย
211,102,ศรีเชียงใหม่ - ห้วยเชียงดา,86+800,"1,469","1,347",68,63,80,552,51,76,68,62,"3,836",10.43,450,"1,116",ขท.หนองคาย,หนองคาย
211,201,ห้วยเชียงดา - ปากชม,145+000,999,208,9,15,21,"1,076",77,51,52,11,"2,519",9.01,42,"1,010",ขท.เลยที่ 1,เลย
211,202,ปากชม - เชียงคาน,148+000,957,179,7,4,23,950,69,41,47,12,"2,289",8.56,46,768,ขท.เลยที่ 1,เลย
211,202,ปากชม - เชียงคาน,183+500,"2,449",236,19,13,15,"1,936",171,67,64,9,"4,979",6.81,68,"1,733",ขท.เลยที่ 1,เลย
212,101,หนองคาย - ปากสวย,5+000,"5,526","2,698",436,24,108,"2,948",436,466,436,275,"13,353",13.07,226,"2,849",ขท.หนองคาย,หนองคาย
212,102,ปากสวย - น้ำเป,43+100,"8,289",685,132,25,36,415,337,204,204,123,"10,450",8.89,164,"3,227",ขท.หนองคาย,หนองคาย
212,103,น้ำเป - ห้วยก้านเหลือง,91+200,"4,591",857,30,132,29,110,205,96,102,50,"6,202",9.90,21,"2,812",ขท.หนองคาย,บึงกาฬ
212,201,ห้วยก้านเหลือง - ดงบัง,131+428,"3,685","2,213",211,72,63,663,249,222,147,75,"7,600",10.90,118,"1,185",ขท.บึงกาฬ,บึงกาฬ
212,201,ห้วยก้านเหลือง - ดงบัง,178+000,"1,955","1,909",115,57,54,533,395,184,110,74,"5,386",16.23,76,"1,163",ขท.บึงกาฬ,บึงกาฬ
212,202,ดงบัง - นาพระชัย,219+100,"1,220","2,282",231,222,212,620,409,256,210,206,"5,868",25.82,253,"1,911",ขท.บึงกาฬ,นครพนม
212,301,นาพระชัย - ท่าอุเทน,268+950,"1,880","1,567",362,303,291,673,331,278,213,204,"6,102",26.55,335,"1,383",ขท.นครพนม,นครพนม
212,302,ท่าอุเทน - ท่าควาย,294+324,"7,462","4,977","2,314","1,994","1,471","3,557","1,667","1,108",664,612,"25,826",29.10,156,"6,221",ขท.นครพนม,นครพนม
212,303,ท่าควาย - กลางน้อย,325+336,"5,373","1,352",271,239,201,888,477,331,270,278,"9,680",18.55,179,"2,405",ขท.นครพนม,นครพนม
212,304,กลางน้อย - ย้อมพัฒนา,370+754,"2,980","2,369",853,752,853,"2,796","1,359","1,488",989,772,"15,211",40.85,293,"3,964",ขท.นครพนม,นครพนม
212,304,กลางน้อย - ย้อมพัฒนา,383+171,"2,658","2,333","1,073",727,826,"3,372","1,373","1,669","1,024",767,"15,822",40.36,245,"3,432",ขท.นครพนม,นครพนม
212,401,ย้อมพัฒนา - นาโพธิ์,421+601,"7,858",951,88,44,108,"6,015",217,174,127,143,"15,725",5.17,2,"4,443",ขท.มุกดาหาร,มุกดาหาร
212,501,ห้วยสะแบก - อำนาจเจริญ,506+333,"4,339","1,545",175,114,127,"3,755",333,156,124,79,"10,747",8.68,185,"2,740",ขท.อำนาจเจริญ,อำนาจเจริญ
212,502,อำนาจเจริญ - ลืออำนาจ,529+133,"3,037","2,149",285,162,163,"5,493",236,149,82,109,"11,865",7.59,199,"3,770",ขท.อำนาจเจริญ,อำนาจเจริญ
212,601,ลืออำนาจ - หนองยอ,551+733,"4,785","5,913",614,190,194,"1,834","1,551","1,167",669,359,"17,276",23.91,159,"1,603",ขท.อุบลราชธานีที่ 1,อุบลราชธานี
212,602,หนองยอ - อุบลราชธานี,570+575,"4,696","4,813",661,523,437,"2,405",696,357,293,168,"15,049",16.44,264,"2,562",ขท.อุบลราชธานีที่ 1,อุบลราชธานี
213,101,มหาสารคาม - หนองขอน,1+700,"6,017","5,067",546,85,113,"9,060",180,63,40,36,"21,207",2.44,49,"7,309",ขท.มหาสารคาม,มหาสารคาม
213,102,หนองขอน - ห้วยปลาหลด,19+000,"4,818","3,466",97,79,126,"4,049","1,489",655,554,387,"15,720",20.93,30,"2,426",ขท.มหาสารคาม,มหาสารคาม
213,202,สี่แยกสมเด็จ - โรงพยาบาลสมเด็จ,86+000,"5,260","3,875",966,564,458,"3,268","2,038","1,793","1,198",909,"20,329",34.24,484,"4,230",ขท.กาฬสินธุ์,กาฬสินธุ์
213,301,สมเด็จ - สร้างค้อ,106+963,681,263,6,10,38,"1,421",148,144,63,92,"2,866",17.27,1,121,ขท.สกลนครที่ 1,กาฬสินธุ์
213,302,สร้างค้อ - สกลนคร,127+838,"1,688",779,105,71,62,"1,037",237,185,99,121,"4,384",17.68,3,398,ขท.สกลนครที่ 1,สกลนคร
213,302,สร้างค้อ - สกลนคร,167+000,"3,374","1,289",184,145,125,"4,782",630,327,247,99,"11,202",14.04,77,"3,244",ขท.สกลนครที่ 1,สกลนคร
213,303,ทางเข้าพระตำหนักภูพานราชนิเวศน์,0+050,114,63,1,0,0,187,7,0,0,0,372,1.88,5,163,ขท.สกลนครที่ 1,สกลนคร
214,100,กาฬสินธุ์ - ลำชี,8+764,"6,262","6,000",338,60,70,969,650,108,71,45,"14,573",6.89,358,"3,517",ขท.กาฬสินธุ์,กาฬสินธุ์
214,201,ลำชี - ร้อยเอ็ด,46+000,"2,213","2,001",226,176,174,"1,588",275,229,162,64,"7,108",15.19,15,"1,544",ขท.ร้อยเอ็ด,ร้อยเอ็ด
214,202,ร้อยเอ็ด - จตุรพักตรพิมาน,63+153,"3,584","1,615",159,20,25,"4,303",280,77,134,49,"10,246",5.71,16,"1,777",ขท.ร้อยเอ็ด,ร้อยเอ็ด
214,203,จตุพักตรพิมาน - ห้วยพลับพลา,99+379,619,271,19,11,18,"1,755",109,15,23,4,"2,844",6.33,14,"1,348",ขท.ร้อยเอ็ด,ร้อยเอ็ด
214,301,ห้วยพลับพลา - โคกปูน,128+379,320,180,28,34,37,808,192,113,109,63,"1,884",29.09,30,621,ขท.สุรินทร์,สุรินทร์
214,302,ตาฮะ - จอมพระ,135+622,728,392,100,145,166,"1,416",358,373,463,303,"4,444",40.68,32,"1,011",ขท.สุรินทร์,สุรินทร์
214,302,ตาฮะ - จอมพระ,157+696,"1,514","1,053",135,82,99,"3,074",388,158,319,170,"6,992",17.39,42,"1,176",ขท.สุรินทร์,สุรินทร์
214,303,จอมพระ - เชื้อเพลิง,178+561,"4,515","2,175",225,77,98,"5,911",673,330,415,326,"14,745",13.02,21,"2,709",ขท.สุรินทร์,สุรินทร์
214,303,จอมพระ - เชื้อเพลิง,209+717,"3,296","2,012",153,85,106,"6,010",564,423,796,614,"14,059",18.41,21,"2,286",ขท.สุรินทร์,สุรินทร์
214,305,ปราสาท - ช่องจอม,231+053,"3,099","2,002",169,30,39,"2,105",244,303,143,66,"8,200",10.06,16,"1,242",ขท.สุรินทร์,สุรินทร์
215,100,ร้อยเอ็ด - สุวรรณภูมิ,10+000,"2,141","2,027",59,86,52,"4,507",408,134,251,86,"9,751",10.43,19,"1,314",ขท.ร้อยเอ็ด,ร้อยเอ็ด
215,200,สุวรรณภูมิ - สาหร่าย,73+134,"2,120","1,354",170,133,110,"1,817",542,536,291,184,"7,257",24.75,11,893,ขท.ยโสธร,ร้อยเอ็ด
215,300,สาหร่าย - ตาฮะ,80+769,911,825,133,110,113,"1,739",468,412,437,541,"5,689",36.58,51,947,ขท.สุรินทร์,สุรินทร์
216,101,ถนนวงแหวนรอบเมืองอุดรธานีด้านทิศใต้,0+700,"9,217","1,000",72,20,25,"7,331",520,400,399,415,"19,399",9.17,31,"3,021",ขท.อุดรธานีที่ 1,อุดรธานี
216,102,ถนนวงแหวนรอบเมืองอุดรธานีด้านทิศตะวันตก,14+580,"9,209","9,051",528,147,246,"1,604",594,328,357,164,"22,228",8.26,28,"3,599",ขท.อุดรธานีที่ 1,อุดรธานี
216,103,ถนนวงแหวนรอบเมืองอุดรธานีด้านทิศตะวันออก,20+209,"6,845","5,345",130,62,180,"6,888",764,750,740,705,"22,409",14.28,109,"4,389",ขท.อุดรธานีที่ 1,อุดรธานี
217,101,วารินชำราบ - สว่างวีระวงศ์,15+860,"3,698",592,69,52,71,"5,624",603,207,170,155,"11,241",11.19,41,"1,734",ขท.อุบลราชธานีที่ 2,อุบลราชธานี
217,103,พิบูลมังสาหาร - ช่องเม็ก,52+820,"2,360","3,189",121,101,140,"1,352",443,189,211,207,"8,313",15.53,32,"1,429",ขท.อุบลราชธานีที่ 2,อุบลราชธานี
