ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงการทาง,จังหวัด
4,1103,คลองท่อม - นาวง,1046+265,"1,738","1,698",71,171,109,"1,848",524,526,207,159,"7,051",24.05,26,"1,202",ขท.กระบี่,ตรัง
4,1201,นาวง - ห้วยยอด,1062+265,"1,868",679,30,45,53,"3,482",166,197,92,78,"6,690",9.43,20,"2,991",ขท.ตรัง,ตรัง
4,1201,นาวง - ห้วยยอด,1076+665,"3,572",889,36,33,8,"4,923",183,268,52,89,"10,053",6.30,9,"4,531",ขท.ตรัง,ตรัง
4,1202,ห้วยยอด - ลำภูรา,1095+200,"3,225",520,52,11,14,"2,665",84,89,39,33,"6,732",4.01,11,"2,087",ขท.ตรัง,ตรัง
4,1203,ลำภูรา - ตรัง,1099+615,"6,357","5,663",54,134,105,"7,786",182,196,72,65,"20,614",3.66,16,"5,077",ขท.ตรัง,ตรัง
4,1204,ตรัง - เขาพับผ้า,1115+547,"6,530","2,328",120,18,83,"7,760",334,250,124,235,"17,782",5.87,59,"5,924",ขท.ตรัง,ตรัง
4,1301,เขาพับผ้า - พัทลุง,1144+104,"3,976","1,841",61,31,49,"3,178",258,223,118,262,"9,997",9.41,19,"1,641",ขท.พัทลุง,พัทลุง
4,1301,เขาพับผ้า - พัทลุง,1160+640,"7,090","2,601",239,210,113,"7,684",365,329,212,201,"19,044",7.51,25,"3,929",ขท.พัทลุง,พัทลุง
4,1302,พัทลุง - นาโหนด,1173+259,"5,261","5,205",402,371,412,"4,807","4,694","4,664","4,638","4,211","34,665",54.78,2,"2,921",ขท.พัทลุง,พัทลุง
4,1304,ห้วยทราย - พรุพ้อ,1205+559,"4,799","3,961",136,114,183,"11,545",983,"1,308","1,002","1,085","25,116",18.61,40,"2,176",ขท.พัทลุง,พัทลุง
4,1401,พรุพ้อ - เนินพิชัย,1220+559,"11,825","3,680",110,119,145,"1,161",623,767,489,"1,070","19,989",16.07,25,"1,069",ขท.สงขลาที่ 1,สงขลา
4,1401,พรุพ้อ - เนินพิชัย,1230+459,"12,963","7,611",62,53,253,"2,679","1,082","1,241",925,"1,471","28,340",17.73,9,"3,532",ขท.สงขลาที่ 1,สงขลา
4,1402,เนินพิชัย - คลองหวะ,1250+759,"13,695","9,840",639,303,371,"11,586","1,868","1,915","2,288","2,087","44,592",19.81,0,"2,404",ขท.สงขลาที่ 1,สงขลา
4,1402,เนินพิชัย - คลองหวะ,1253+359,"13,036","6,159","2,277","1,695","1,154","12,263","4,694","3,959","4,071","3,302","52,610",35.88,0,"5,444",ขท.สงขลาที่ 1,สงขลา
4,1403,คลองหวะ - พังลา,1260+942,"12,165","7,297",672,6,195,"10,296",635,669,"1,128",548,"33,611",9.46,10,"10,124",ขท.สงขลาที่ 1,สงขลา
4,1500,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1280+042,"6,620","1,913",168,235,118,"8,772",306,286,210,"1,767","20,395",14.33,16,"5,302",ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4,1500,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1300+842,"4,080","2,230",190,231,134,"4,265",283,314,95,"1,115","12,937",16.79,33,"3,282",ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
7,101,ถนนศรีนครินทร์ - บางปะกง,17+000,"58,762","28,942",0,"4,393","1,294","42,388","25,507","18,730","2,751","8,558","191,325",32.01,0,0,ขท.พิเศษระหว่างเมือง,กรุงเทพมหานคร
7,101,ถนนศรีนครินทร์ - บางปะกง,25+900,"50,841","51,626",0,"1,473","4,629","41,443","10,733","5,557","8,732","7,879","182,913",21.32,0,0,ขท.พิเศษระหว่างเมือง,สมุทรปราการ
7,103,บางปะกง - หนองรี,45+400,"18,883","6,705",898,"1,675","1,745","20,437","3,230","2,588","2,546","3,664","62,371",24.77,0,0,ขท.พิเศษระหว่างเมือง,ฉะเชิงเทรา
7,103,บางปะกง - หนองรี,67+900,"26,891","10,703","6,266","1,458","1,160","25,167","3,573","1,787","2,095","5,186","84,286",18.10,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,104,หนองรี - หนองขาม,79+258,"28,457","15,556",21,14,"1,237","17,682","5,123","6,269","7,424",29,"81,812",24.56,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,104,หนองรี - หนองขาม,89+344,"30,389","15,991",17,18,"1,169","14,606","5,572","6,049","7,835",21,"81,667",25.30,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,105,หนองขาม - พัทยา,105+144,"16,394","15,793",273,91,"2,683","12,537","1,609","1,257",922,"1,016","52,575",14.41,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,105,หนองขาม - พัทยา,123+000,"24,763","16,788",95,63,"2,155","11,210","1,479",916,513,455,"58,437",9.55,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,106,ทางต่างระดับบางวัว - ทางต่างระดับบางควาย,2+300,"12,320","2,023","1,021",91,395,"11,292","2,656",941,626,"1,729","33,094",19.45,0,0,ขท.พิเศษระหว่างเมือง,ฉะเชิงเทรา
7,107,ทางต่างระดับหนองข้างคอก - ทางต่างระดับคีรี,2+000,"12,388","9,620",13,9,640,"10,372","6,669","4,496","7,017",16,"51,240",36.78,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
7,108,ทางต่างระดับหนองขาม - ท่าเรือแหลมฉบัง,4+000,"9,586","6,405",355,292,408,"8,883","4,176","1,942","1,255","14,251","47,553",46.95,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
9,102,บางแค - คลองมหาสวัสดิ์,20+430,"74,995","48,489",0,0,252,"72,954","7,714","5,261","2,916","4,072","216,653",9.33,0,0,ขท.ธนบุรี,กรุงเทพมหานคร
9,201,คลองมหาสวัสดิ์ - คลองบางไผ่,36+594,"110,715","17,019",0,0,"1,351","23,756","5,165","6,036","5,023","2,814","171,879",11.86,0,0,ขท.นนทบุรี,นนทบุรี
9,201,คลองมหาสวัสดิ์ - คลองบางไผ่,40+800,"85,616","12,929",0,0,"3,801","29,286","4,442","3,507","3,088","2,136","144,805",11.72,0,0,ขท.นนทบุรี,นนทบุรี
9,202,คลองบางไผ่ - คลองบางหลวง,47+744,"68,474","19,714",0,0,"4,999","11,242","5,529","4,868","2,431","2,527","119,784",16.99,0,0,ขท.นนทบุรี,นนทบุรี
9,301,คลองบางหลวง - ต่างระดับเชียงรากน้อย,64+069,"12,183","2,253","1,564","1,598","1,804","6,439","7,071","7,122","8,292","6,423","54,749",59.02,96,"1,298",ขท.ปทุมธานี,ปทุมธานี
9,301,คลองบางหลวง - ต่างระดับเชียงรากน้อย,78+099,"11,969","12,144","1,119","1,230","1,208","6,212","6,243","6,270","6,284","6,171","58,850",46.57,77,877,ขท.ปทุมธานี,ปทุมธานี
9,401,บางปะอิน - คลองพระยาสุเรนทร์,1+500,"37,608","13,697",179,105,376,"43,152","7,163","5,460","6,046","4,267","118,053",19.84,0,0,ขท.พิเศษระหว่างเมือง,พระนครศรีอยุธยา
9,401,บางปะอิน - คลองพระยาสุเรนทร์,20+500,"36,795","19,123",124,91,317,"40,570","7,413","5,186","5,460","4,777","119,856",19.39,0,0,ขท.พิเศษระหว่างเมือง,ปทุมธานี
9,402,คลองพระยาสุเรนทร์ - พระประแดง,59+500,"95,462","15,935",0,0,380,"27,146","6,639","8,095","2,404","6,382","162,443",14.71,0,0,ขท.พิเศษระหว่างเมือง,กรุงเทพมหานคร
11,201,ช่องแค - ตากฟ้า,16+800,"1,594",312,23,8,24,"2,223",198,260,757,236,"5,635",26.32,3,750,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,201,ช่องแค - ตากฟ้า,38+850,"1,169",190,3,0,22,"1,602",183,537,727,342,"4,775",37.93,1,426,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,202,ตากฟ้า - ไดตาล,71+000,"1,257",142,1,1,60,"2,033",123,202,"1,091",244,"5,154",33.39,7,132,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,204,น้ำสาดเหนือ - หนองกลับ,99+500,"1,085",476,0,2,42,"2,198",260,272,"1,219",398,"5,952",36.85,25,743,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,204,น้ำสาดเหนือ - หนองกลับ,111+650,"1,478","1,967",0,2,49,"1,282",401,360,829,460,"6,828",30.77,1,301,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,301,หนองกลับ - เขาทราย,122+100,"1,186","1,476",73,6,106,"1,578",285,228,269,261,"5,468",21.12,2,362,ขท.พิจิตร,พิจิตร
11,302,เขาทราย - สากเหล็ก,143+294,"1,217",972,59,45,47,"2,722",285,248,261,325,"6,181",19.59,9,803,ขท.พิจิตร,พิจิตร
11,401,สากเหล็ก - กกไม้แดง,186+983,"2,828",581,22,29,52,"4,172",395,269,198,269,"8,815",13.75,64,"1,952",ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,402,กกไม้แดง - บ้านป่า,210+841,"4,790","4,847",128,336,"1,222","5,547",854,"1,273","1,153",393,"20,543",25.46,107,"3,442",ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,403,บ้านป่า - นาอิน,236+235,"5,291","3,379",57,64,539,"6,360",864,877,796,367,"18,594",18.86,33,"1,153",ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,501,นาอิน - ชัยมงคล,276+099,"2,496","1,867",0,0,121,"3,494",418,324,395,403,"9,518",17.45,2,94,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,502,ชัยมงคล- บึงหลัก,316+698,"7,179","2,391",9,19,131,"3,070",756,449,419,456,"14,879",14.99,9,"1,397",ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,503,บึงหลัก - หนองน้ำเขียว,328+826,"4,373","1,746",37,10,158,"8,564",737,464,396,402,"16,887",12.83,4,"1,529",ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,503,บึงหลัก - หนองน้ำเขียว,351+340,"2,409",629,0,1,241,"4,746",469,346,383,485,"9,709",19.83,6,228,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,601,หนองน้ำเขียว - ปางเคาะ,369+006,"2,344","1,539",59,54,132,"6,578",580,480,459,420,"12,645",16.81,22,"1,603",ขท.แพร่,แพร่
11,601,หนองน้ำเขียว - ปางเคาะ,374+406,"1,597","1,162",65,50,88,"4,424",419,313,214,133,"8,465",14.38,31,"1,313",ขท.แพร่,แพร่
11,602,ปางเคาะ - ปางมะโอ,412+009,"1,090",501,46,30,74,"2,467",221,88,74,107,"4,698",12.64,15,756,ขท.แพร่,แพร่
11,701,ปางมะโอ - ป่าขาม,425+509,"2,709",306,22,5,78,"3,690",309,175,120,192,"7,606",11.56,1,303,ขท.ลำปางที่ 1,ลำปาง
11,701,ปางมะโอ - ป่าขาม,453+219,"6,122",453,146,72,175,"6,494",208,186,148,179,"14,183",6.83,32,"1,945",ขท.ลำปางที่ 1,ลำปาง
11,702,แยกภาคเหนือ - ขุนตาน,469+099,"5,910",878,237,1,252,"6,816","1,152","1,612",781,479,"18,118",23.61,5,"1,396",ขท.ลำปางที่ 1,ลำปาง
11,800,ขุนตาน - อุโมงค์,526+949,"12,147","4,104",395,185,382,"7,334","2,017","1,300","1,097",724,"29,685",19.22,24,"5,057",ขท.ลำพูน,ลำพูน
11,800,ขุนตาน - อุโมงค์,532+949,"13,481","5,713",423,236,662,"6,026","2,514","1,966","1,398","1,080","33,499",23.45,25,"5,496",ขท.ลำพูน,ลำพูน
11,901,อุโมงค์ -ไชยสถาน,543+850,"28,411","2,692",369,578,552,"3,320","2,977","1,342",487,263,"40,991",15.12,58,"4,163",ขท.เชียงใหม่ที่ 2,เชียงใหม่
11,902,ไชยสถาน - ท่าอากาศยานนานาชาติเชียงใหม่,551+500,"16,628","9,232","1,029",948,"1,087","6,379","2,117","1,942",753,"1,203","41,318",19.48,194,"4,086",ขท.เชียงใหม่ที่ 2,เชียงใหม่
12,100,กลางสะพานมิตรภาพที่แม่สอด(เขตแดน ไทย / พม่า) - แม่ละเมา,10+015,"1,912","1,063",235,28,93,"3,662",460,196,419,596,"8,664",20.68,103,"1,523",ขท.ตากที่ 2 (แม่สอด),ตาก
12,201,แม่ละเมา - ตาก,56+405,938,684,154,20,54,"2,355",336,179,292,389,"5,401",23.51,6,96,ขท.ตากที่ 1,ตาก
12,202,ตาก - หนองเสือ,114+630,"2,301",966,22,11,18,872,167,121,186,134,"4,798",13.28,18,"1,035",ขท.ตากที่ 1,ตาก
